# x, y
8.686717748641967773e-01 4.084521234035491943e-01
8.478762954473495483e-02 8.418028056621551514e-02
2.329027801752090454e-01 2.206058055162429810e-01
3.191619515419006348e-01 2.882517576217651367e-01
4.308683276176452637e-01 3.578647077083587646e-01
8.781063556671142578e-01 4.061396121978759766e-01
9.152392148971557617e-01 3.960429131984710693e-01
6.676713228225708008e-01 4.275242686271667480e-01
5.963091254234313965e-01 4.178718030452728271e-01
4.615239500999450684e-01 3.729817867279052734e-01
2.329939231276512146e-02 2.328674681484699249e-02
5.929275602102279663e-02 5.908466875553131104e-02
3.587445020675659180e-01 3.154224455356597900e-01
1.764487475156784058e-01 1.710398048162460327e-01
9.616515636444091797e-01 3.814113438129425049e-01
2.525507211685180664e-01 2.369455248117446899e-01
7.126479595899581909e-02 7.090377807617187500e-02
5.668709278106689453e-01 4.110804498195648193e-01
4.006367027759552002e-01 3.412260711193084717e-01
8.656104207038879395e-01 4.091793298721313477e-01
4.522589445114135742e-01 3.686017394065856934e-01
2.499664425849914551e-01 2.348256856203079224e-01
4.619579017162322998e-02 4.609731212258338928e-02
9.465785026550292969e-01 3.863883614540100098e-01
7.777032852172851562e-01 4.247592985630035400e-01
2.709242999553680420e-01 2.517507374286651611e-01
1.254788935184478760e-01 1.235187128186225891e-01
6.822079420089721680e-01 4.283441007137298584e-01
1.726095825433731079e-01 1.675426959991455078e-01
8.571655154228210449e-01 4.111254215240478516e-01
1.145702204667031765e-03 1.145700691267848015e-03
3.312489390373229980e-01 2.968254685401916504e-01
3.133915066719055176e-01 2.840752005577087402e-01
1.023146584630012512e-01 1.012491881847381592e-01
5.311363935470581055e-01 4.005798101425170898e-01
9.886547327041625977e-01 3.720048964023590088e-01
6.034646630287170410e-01 4.192711710929870605e-01
9.181784391403198242e-01 3.951794803142547607e-01
4.658399224281311035e-01 3.749659359455108643e-01
9.292414784431457520e-01 3.918499052524566650e-01
9.826453328132629395e-01 3.741498589515686035e-01
4.234623014926910400e-01 3.539459407329559326e-01
2.455597519874572754e-01 2.311902046203613281e-01
